kind,magnitude,start,detector,delay_h,detected
creep,-0.0005,2015-11-05,ewma,,False
creep,-0.0005,2015-11-08,cusum,,False
creep,-0.0005,2015-11-08,ewma,,False
creep,-0.0005,2015-11-11,cusum,,False
creep,-0.0005,2015-11-11,ewma,,False
creep,-0.0005,2015-11-14,cusum,,False
creep,-0.0005,2015-11-14,ewma,,False
creep,-0.0005,2015-11-17,cusum,,False
creep,-0.0005,2015-11-17,ewma,,False
creep,-0.0005,2015-11-20,cusum,,False
creep,-0.0005,2015-11-20,ewma,,False
creep,-0.0005,2015-11-23,cusum,,False
creep,-0.0005,2015-11-23,ewma,,False
creep,-0.0005,2015-11-26,cusum,,False
creep,-0.0005,2015-11-26,ewma,,False
creep,-0.0005,2015-11-29,cusum,,False
creep,-0.0005,2015-11-29,ewma,,False
creep,-0.0005,2015-12-02,cusum,,False
creep,-0.0005,2015-12-02,ewma,,False
creep,-0.0005,2015-12-05,cusum,,False
creep,-0.0005,2015-12-05,ewma,,False
creep,-0.0005,2015-12-08,cusum,,False
creep,-0.0005,2015-12-08,ewma,,False
creep,-0.0005,2015-12-11,cusum,,False
creep,-0.0005,2015-12-11,ewma,,False
creep,-0.0005,2015-12-14,cusum,,False
creep,-0.0005,2015-12-14,ewma,,False
creep,-0.0005,2015-12-17,cusum,,False
creep,-0.0005,2015-12-17,ewma,,False
creep,-0.0005,2015-12-20,cusum,,False
creep,-0.0005,2015-12-20,ewma,,False
creep,-0.0005,2015-12-23,cusum,,False
creep,-0.0005,2015-12-23,ewma,,False
creep,-0.0005,2015-12-26,cusum,,False
creep,-0.0005,2015-12-26,ewma,,False
creep,-0.0005,2015-12-29,cusum,,False
creep,-0.0005,2015-12-29,ewma,,False
creep,-0.0005,2016-01-01,cusum,,False
creep,-0.0005,2016-01-01,ewma,,False
creep,-0.0005,2016-01-04,cusum,,False
creep,-0.0005,2016-01-04,ewma,,False
creep,-0.0005,2016-01-07,cusum,,False
creep,-0.0005,2016-01-07,ewma,,False
creep,-0.0005,2016-01-10,cusum,,False
creep,-0.0005,2016-01-10,ewma,,False
creep,-0.0005,2016-01-13,cusum,,False
creep,-0.0005,2016-01-13,ewma,,False
creep,-0.0005,2016-03-25,cusum,,False
creep,-0.0005,2016-03-25,ewma,,False
creep,-0.0005,2016-03-28,cusum,,False
creep,-0.0005,2016-03-28,ewma,,False
creep,-0.0005,2016-03-31,cusum,,False
creep,-0.0005,2016-03-31,ewma,,False
creep,-0.0005,2016-04-03,cusum,,False
creep,-0.0005,2016-04-03,ewma,,False
creep,-0.0005,2016-04-06,cusum,,False
creep,-0.0005,2016-04-06,ewma,,False
creep,-0.0005,2016-04-09,cusum,,False
creep,-0.0005,2016-04-09,ewma,,False
creep,-0.0005,2016-04-12,cusum,,False
creep,-0.0005,2016-04-12,ewma,,False
creep,-0.0005,2016-04-15,cusum,,False
creep,-0.0005,2016-04-15,ewma,,False
creep,-0.0005,2016-04-18,cusum,,False
creep,-0.0005,2016-04-18,ewma,,False
creep,-0.0005,2016-04-21,cusum,,False
creep,-0.0005,2016-04-21,ewma,,False
creep,-0.0005,2016-04-24,cusum,,False
creep,-0.0005,2016-04-24,ewma,,False
creep,-0.0005,2016-04-27,cusum,,False
creep,-0.0005,2016-04-27,ewma,,False
creep,-0.0005,2016-04-30,cusum,,False
creep,-0.0005,2016-04-30,ewma,,False
creep,-0.0005,2016-05-03,cusum,,False
creep,-0.0005,2016-05-03,ewma,,False
creep,-0.001,2015-03-04,cusum,,False
creep,-0.001,2015-03-04,ewma,,False
creep,-0.001,2015-03-07,cusum,,False
creep,-0.001,2015-03-07,ewma,,False
creep,-0.001,2015-03-10,cusum,,False
creep,-0.001,2015-03-10,ewma,,False
creep,-0.001,2015-03-13,cusum,,False
creep,-0.001,2015-03-13,ewma,,False
creep,-0.001,2015-03-16,cusum,,False
creep,-0.001,2015-03-16,ewma,,False
creep,-0.001,2015-03-19,cusum,,False
creep,-0.001,2015-03-19,ewma,,False
creep,-0.001,2015-03-22,cusum,,False
creep,-0.001,2015-03-22,ewma,,False
creep,-0.001,2015-03-25,cusum,,False
creep,-0.001,2015-03-25,ewma,,False
creep,-0.001,2015-03-28,cusum,,False
creep,-0.001,2015-03-28,ewma,,False
creep,-0.001,2015-03-31,cusum,,False
creep,-0.001,2015-03-31,ewma,,False
creep,-0.001,2015-04-03,cusum,,False
creep,-0.001,2015-04-03,ewma,,False
creep,-0.001,2015-04-06,cusum,,False
creep,-0.001,2015-04-06,ewma,,False
creep,-0.001,2015-04-09,cusum,,False
creep,-0.001,2015-04-09,ewma,,False
creep,-0.001,2015-04-12,cusum,,False
creep,-0.001,2015-04-12,ewma,,False
creep,-0.001,2015-04-15,cusum,,False
creep,-0.001,2015-04-15,ewma,,False
creep,-0.001,2015-04-18,cusum,,False
creep,-0.001,2015-04-18,ewma,,False
creep,-0.001,2015-09-18,cusum,,False
creep,-0.001,2015-09-18,ewma,,False
creep,-0.001,2015-09-21,cusum,,False
creep,-0.001,2015-09-21,ewma,,False
creep,-0.001,2015-09-24,cusum,,False
creep,-0.001,2015-09-24,ewma,,False
creep,-0.001,2015-09-27,cusum,,False
creep,-0.001,2015-09-27,ewma,,False
creep,-0.001,2015-09-30,cusum,,False
creep,-0.001,2015-09-30,ewma,,False
creep,-0.001,2015-10-03,cusum,,False
creep,-0.001,2015-10-03,ewma,,False
creep,-0.001,2015-10-06,cusum,1337.0,True
creep,-0.001,2015-10-06,ewma,,False
creep,-0.001,2015-10-09,cusum,1268.0,True
creep,-0.001,2015-10-09,ewma,,False
creep,-0.001,2015-10-12,cusum,1199.0,True
creep,-0.001,2015-10-12,ewma,,False
creep,-0.001,2015-10-15,cusum,1122.0,True
creep,-0.001,2015-10-15,ewma,,False
creep,-0.001,2015-10-18,cusum,1046.0,True
creep,-0.001,2015-10-18,ewma,,False
creep,-0.001,2015-10-21,cusum,969.0,True
creep,-0.001,2015-10-21,ewma,,False
creep,-0.001,2015-10-24,cusum,891.0,True
creep,-0.001,2015-10-24,ewma,,False
creep,-0.001,2015-10-27,cusum,819.0,True
creep,-0.001,2015-10-27,ewma,,False
creep,-0.001,2015-10-30,cusum,751.0,True
creep,-0.001,2015-10-30,ewma,,False
creep,-0.001,2015-11-02,cusum,692.0,True
creep,-0.001,2015-11-02,ewma,,False
creep,-0.001,2015-11-05,cusum,,False
creep,-0.001,2015-11-05,ewma,,False
creep,-0.001,2015-11-08,cusum,,False
creep,-0.001,2015-11-08,ewma,,False
creep,-0.001,2015-11-11,cusum,1335.0,True
creep,-0.001,2015-11-11,ewma,,False
creep,-0.001,2015-11-14,cusum,1324.0,True
creep,-0.001,2015-11-14,ewma,,False
creep,-0.001,2015-11-17,cusum,1321.0,True
creep,-0.001,2015-11-17,ewma,,False
creep,-0.001,2015-11-20,cusum,1246.0,True
creep,-0.001,2015-11-20,ewma,,False
creep,-0.001,2015-11-23,cusum,1269.0,True
creep,-0.001,2015-11-23,ewma,,False
creep,-0.001,2015-11-26,cusum,1232.0,True
creep,-0.001,2015-11-26,ewma,,False
creep,-0.001,2015-11-29,cusum,1169.0,True
creep,-0.001,2015-11-29,ewma,,False
creep,-0.001,2015-12-02,cusum,1113.0,True
creep,-0.001,2015-12-02,ewma,,False
creep,-0.001,2015-12-05,cusum,1108.0,True
creep,-0.001,2015-12-05,ewma,,False
creep,-0.001,2015-12-08,cusum,1092.0,True
creep,-0.001,2015-12-08,ewma,,False
creep,-0.001,2015-12-11,cusum,,False
creep,-0.001,2015-12-11,ewma,,False
creep,-0.001,2015-12-14,cusum,,False
creep,-0.001,2015-12-14,ewma,,False
creep,-0.001,2015-12-17,cusum,,False
creep,-0.001,2015-12-17,ewma,,False
creep,-0.001,2015-12-20,cusum,,False
creep,-0.001,2015-12-20,ewma,,False
creep,-0.001,2015-12-23,cusum,,False
creep,-0.001,2015-12-23,ewma,,False
creep,-0.001,2015-12-26,cusum,,False
creep,-0.001,2015-12-26,ewma,,False
creep,-0.001,2015-12-29,cusum,,False
creep,-0.001,2015-12-29,ewma,,False
creep,-0.001,2016-01-01,cusum,,False
creep,-0.001,2016-01-01,ewma,,False
creep,-0.001,2016-01-04,cusum,,False
creep,-0.001,2016-01-04,ewma,,False
creep,-0.001,2016-01-07,cusum,,False
creep,-0.001,2016-01-07,ewma,,False
creep,-0.001,2016-01-10,cusum,,False
creep,-0.001,2016-01-10,ewma,,False
creep,-0.001,2016-01-13,cusum,,False
creep,-0.001,2016-01-13,ewma,,False
creep,-0.001,2016-03-25,cusum,,False
creep,-0.001,2016-03-25,ewma,,False
creep,-0.001,2016-03-28,cusum,,False
creep,-0.001,2016-03-28,ewma,,False
creep,-0.001,2016-03-31,cusum,,False
creep,-0.001,2016-03-31,ewma,,False
creep,-0.001,2016-04-03,cusum,,False
creep,-0.001,2016-04-03,ewma,,False
creep,-0.001,2016-04-06,cusum,,False
creep,-0.001,2016-04-06,ewma,,False
creep,-0.001,2016-04-09,cusum,,False
creep,-0.001,2016-04-09,ewma,,False
creep,-0.001,2016-04-12,cusum,,False
creep,-0.001,2016-04-12,ewma,,False
creep,-0.001,2016-04-15,cusum,,False
creep,-0.001,2016-04-15,ewma,,False
creep,-0.001,2016-04-18,cusum,,False
creep,-0.001,2016-04-18,ewma,,False
creep,-0.001,2016-04-21,cusum,,False
creep,-0.001,2016-04-21,ewma,,False
creep,-0.001,2016-04-24,cusum,,False
creep,-0.001,2016-04-24,ewma,,False
creep,-0.001,2016-04-27,cusum,,False
creep,-0.001,2016-04-27,ewma,,False
creep,-0.001,2016-04-30,cusum,,False
creep,-0.001,2016-04-30,ewma,,False
creep,-0.001,2016-05-03,cusum,,False
creep,-0.001,2016-05-03,ewma,,False
creep,-0.002,2015-03-04,cusum,905.0,True
creep,-0.002,2015-03-04,ewma,,False
creep,-0.002,2015-03-07,cusum,,False
creep,-0.002,2015-03-07,ewma,,False
creep,-0.002,2015-03-10,cusum,,False
creep,-0.002,2015-03-10,ewma,,False
creep,-0.002,2015-03-13,cusum,,False
creep,-0.002,2015-03-13,ewma,,False
creep,-0.002,2015-03-16,cusum,,False
creep,-0.002,2015-03-16,ewma,,False
creep,-0.002,2015-03-19,cusum,,False
creep,-0.002,2015-03-19,ewma,,False
creep,-0.002,2015-03-22,cusum,,False
creep,-0.002,2015-03-22,ewma,,False
creep,-0.002,2015-03-25,cusum,,False
creep,-0.002,2015-03-25,ewma,,False
creep,-0.002,2015-03-28,cusum,,False
creep,-0.002,2015-03-28,ewma,,False
creep,-0.002,2015-03-31,cusum,,False
creep,-0.002,2015-03-31,ewma,,False
creep,-0.002,2015-04-03,cusum,,False
creep,-0.002,2015-04-03,ewma,,False
creep,-0.002,2015-04-06,cusum,,False
creep,-0.002,2015-04-06,ewma,,False
creep,-0.002,2015-04-09,cusum,1333.0,True
creep,-0.002,2015-04-09,ewma,,False
creep,-0.002,2015-04-12,cusum,1277.0,True
creep,-0.002,2015-04-12,ewma,,False
creep,-0.002,2015-04-15,cusum,1236.0,True
creep,-0.002,2015-04-15,ewma,,False
creep,-0.002,2015-04-18,cusum,1180.0,True
creep,-0.002,2015-04-18,ewma,,False
creep,-0.002,2015-09-18,cusum,,False
creep,-0.002,2015-09-18,ewma,,False
creep,-0.002,2015-09-21,cusum,,False
creep,-0.002,2015-09-21,ewma,,False
creep,-0.002,2015-09-24,cusum,,False
creep,-0.002,2015-09-24,ewma,,False
creep,-0.002,2015-09-27,cusum,,False
creep,-0.002,2015-09-27,ewma,,False
creep,-0.002,2015-09-30,cusum,,False
creep,-0.002,2015-09-30,ewma,,False
creep,-0.002,2015-10-03,cusum,,False
creep,-0.002,2015-10-03,ewma,1294.0,True
creep,-0.002,2015-10-06,cusum,1281.0,True
creep,-0.002,2015-10-06,ewma,1228.0,True
creep,-0.002,2015-10-09,cusum,1213.0,True
creep,-0.002,2015-10-09,ewma,1166.0,True
creep,-0.002,2015-10-12,cusum,1147.0,True
creep,-0.002,2015-10-12,ewma,1152.0,True
creep,-0.002,2015-10-15,cusum,1075.0,True
creep,-0.002,2015-10-15,ewma,1080.0,True
creep,-0.002,2015-10-18,cusum,1002.0,True
creep,-0.002,2015-10-18,ewma,1008.0,True
creep,-0.002,2015-10-21,cusum,930.0,True
creep,-0.002,2015-10-21,ewma,883.0,True
creep,-0.002,2015-10-24,cusum,856.0,True
creep,-0.002,2015-10-24,ewma,810.0,True
creep,-0.002,2015-10-27,cusum,787.0,True
creep,-0.002,2015-10-27,ewma,792.0,True
creep,-0.002,2015-10-30,cusum,720.0,True
creep,-0.002,2015-10-30,ewma,727.0,True
creep,-0.002,2015-11-02,cusum,661.0,True
creep,-0.002,2015-11-02,ewma,688.0,True
creep,-0.002,2015-11-05,cusum,610.0,True
creep,-0.002,2015-11-05,ewma,1313.0,True
creep,-0.002,2015-11-08,cusum,551.0,True
creep,-0.002,2015-11-08,ewma,1253.0,True
creep,-0.002,2015-11-11,cusum,1222.0,True
creep,-0.002,2015-11-11,ewma,,False
creep,-0.002,2015-11-14,cusum,1179.0,True
creep,-0.002,2015-11-14,ewma,,False
creep,-0.002,2015-11-17,cusum,1134.0,True
creep,-0.002,2015-11-17,ewma,,False
creep,-0.002,2015-11-20,cusum,1004.0,True
creep,-0.002,2015-11-20,ewma,,False
creep,-0.002,2015-11-23,cusum,1008.0,True
creep,-0.002,2015-11-23,ewma,,False
creep,-0.002,2015-11-26,cusum,970.0,True
creep,-0.002,2015-11-26,ewma,,False
creep,-0.002,2015-11-29,cusum,907.0,True
creep,-0.002,2015-11-29,ewma,,False
creep,-0.002,2015-12-02,cusum,850.0,True
creep,-0.002,2015-12-02,ewma,,False
creep,-0.002,2015-12-05,cusum,826.0,True
creep,-0.002,2015-12-05,ewma,,False
creep,-0.002,2015-12-08,cusum,806.0,True
creep,-0.002,2015-12-08,ewma,,False
creep,-0.002,2015-12-11,cusum,837.0,True
creep,-0.002,2015-12-11,ewma,,False
creep,-0.002,2015-12-14,cusum,905.0,True
creep,-0.002,2015-12-14,ewma,,False
creep,-0.002,2015-12-17,cusum,1222.0,True
creep,-0.002,2015-12-17,ewma,,False
creep,-0.002,2015-12-20,cusum,1251.0,True
creep,-0.002,2015-12-20,ewma,,False
creep,-0.002,2015-12-23,cusum,1315.0,True
creep,-0.002,2015-12-23,ewma,,False
creep,-0.002,2015-12-26,cusum,1334.0,True
creep,-0.002,2015-12-26,ewma,,False
creep,-0.002,2015-12-29,cusum,1289.0,True
creep,-0.002,2015-12-29,ewma,,False
creep,-0.002,2016-01-01,cusum,1263.0,True
creep,-0.002,2016-01-01,ewma,,False
creep,-0.002,2016-01-04,cusum,1265.0,True
creep,-0.002,2016-01-04,ewma,,False
creep,-0.002,2016-01-07,cusum,1250.0,True
creep,-0.002,2016-01-07,ewma,,False
creep,-0.002,2016-01-10,cusum,,False
creep,-0.002,2016-01-10,ewma,,False
creep,-0.002,2016-01-13,cusum,,False
creep,-0.002,2016-01-13,ewma,,False
creep,-0.002,2016-03-25,cusum,1079.0,True
creep,-0.002,2016-03-25,ewma,,False
creep,-0.002,2016-03-28,cusum,1099.0,True
creep,-0.002,2016-03-28,ewma,,False
creep,-0.002,2016-03-31,cusum,1142.0,True
creep,-0.002,2016-03-31,ewma,,False
creep,-0.002,2016-04-03,cusum,1172.0,True
creep,-0.002,2016-04-03,ewma,,False
creep,-0.002,2016-04-06,cusum,1166.0,True
creep,-0.002,2016-04-06,ewma,,False
creep,-0.002,2016-04-09,cusum,1196.0,True
creep,-0.002,2016-04-09,ewma,,False
creep,-0.002,2016-04-12,cusum,1197.0,True
creep,-0.002,2016-04-12,ewma,,False
creep,-0.002,2016-04-15,cusum,1200.0,True
creep,-0.002,2016-04-15,ewma,,False
creep,-0.002,2016-04-18,cusum,994.0,True
creep,-0.002,2016-04-18,ewma,,False
creep,-0.002,2016-04-21,cusum,992.0,True
creep,-0.002,2016-04-21,ewma,,False
creep,-0.002,2016-04-24,cusum,995.0,True
creep,-0.002,2016-04-24,ewma,,False
creep,-0.002,2016-04-27,cusum,1297.0,True
creep,-0.002,2016-04-27,ewma,,False
creep,-0.002,2016-04-30,cusum,1290.0,True
creep,-0.002,2016-04-30,ewma,,False
creep,-0.002,2016-05-03,cusum,1258.0,True
creep,-0.002,2016-05-03,ewma,,False
creep,-0.005,2015-03-04,cusum,511.0,True
creep,-0.005,2015-03-04,ewma,688.0,True
creep,-0.005,2015-03-07,cusum,530.0,True
creep,-0.005,2015-03-07,ewma,832.0,True
creep,-0.005,2015-03-10,cusum,526.0,True
creep,-0.005,2015-03-10,ewma,779.0,True
creep,-0.005,2015-03-13,cusum,520.0,True
creep,-0.005,2015-03-13,ewma,1168.0,True
creep,-0.005,2015-03-16,cusum,495.0,True
creep,-0.005,2015-03-16,ewma,,False
creep,-0.005,2015-03-19,cusum,497.0,True
creep,-0.005,2015-03-19,ewma,1310.0,True
creep,-0.005,2015-03-22,cusum,465.0,True
creep,-0.005,2015-03-22,ewma,1242.0,True
creep,-0.005,2015-03-25,cusum,424.0,True
creep,-0.005,2015-03-25,ewma,1241.0,True
creep,-0.005,2015-03-28,cusum,489.0,True
creep,-0.005,2015-03-28,ewma,1176.0,True
creep,-0.005,2015-03-31,cusum,554.0,True
creep,-0.005,2015-03-31,ewma,1126.0,True
creep,-0.005,2015-04-03,cusum,951.0,True
creep,-0.005,2015-04-03,ewma,1081.0,True
creep,-0.005,2015-04-06,cusum,923.0,True
creep,-0.005,2015-04-06,ewma,1053.0,True
creep,-0.005,2015-04-09,cusum,912.0,True
creep,-0.005,2015-04-09,ewma,986.0,True
creep,-0.005,2015-04-12,cusum,869.0,True
creep,-0.005,2015-04-12,ewma,958.0,True
creep,-0.005,2015-04-15,cusum,827.0,True
creep,-0.005,2015-04-15,ewma,962.0,True
creep,-0.005,2015-04-18,cusum,776.0,True
creep,-0.005,2015-04-18,ewma,901.0,True
creep,-0.005,2015-09-18,cusum,484.0,True
creep,-0.005,2015-09-18,ewma,,False
creep,-0.005,2015-09-21,cusum,479.0,True
creep,-0.005,2015-09-21,ewma,963.0,True
creep,-0.005,2015-09-24,cusum,480.0,True
creep,-0.005,2015-09-24,ewma,964.0,True
creep,-0.005,2015-09-27,cusum,480.0,True
creep,-0.005,2015-09-27,ewma,964.0,True
creep,-0.005,2015-09-30,cusum,484.0,True
creep,-0.005,2015-09-30,ewma,1114.0,True
creep,-0.005,2015-10-03,cusum,490.0,True
creep,-0.005,2015-10-03,ewma,1100.0,True
creep,-0.005,2015-10-06,cusum,640.0,True
creep,-0.005,2015-10-06,ewma,1036.0,True
creep,-0.005,2015-10-09,cusum,742.0,True
creep,-0.005,2015-10-09,ewma,974.0,True
creep,-0.005,2015-10-12,cusum,822.0,True
creep,-0.005,2015-10-12,ewma,1043.0,True
creep,-0.005,2015-10-15,cusum,819.0,True
creep,-0.005,2015-10-15,ewma,973.0,True
creep,-0.005,2015-10-18,cusum,904.0,True
creep,-0.005,2015-10-18,ewma,903.0,True
creep,-0.005,2015-10-21,cusum,841.0,True
creep,-0.005,2015-10-21,ewma,832.0,True
creep,-0.005,2015-10-24,cusum,779.0,True
creep,-0.005,2015-10-24,ewma,762.0,True
creep,-0.005,2015-10-27,cusum,723.0,True
creep,-0.005,2015-10-27,ewma,692.0,True
creep,-0.005,2015-10-30,cusum,664.0,True
creep,-0.005,2015-10-30,ewma,626.0,True
creep,-0.005,2015-11-02,cusum,607.0,True
creep,-0.005,2015-11-02,ewma,562.0,True
creep,-0.005,2015-11-05,cusum,552.0,True
creep,-0.005,2015-11-05,ewma,503.0,True
creep,-0.005,2015-11-08,cusum,496.0,True
creep,-0.005,2015-11-08,ewma,449.0,True
creep,-0.005,2015-11-11,cusum,442.0,True
creep,-0.005,2015-11-11,ewma,439.0,True
creep,-0.005,2015-11-14,cusum,396.0,True
creep,-0.005,2015-11-14,ewma,1009.0,True
creep,-0.005,2015-11-17,cusum,870.0,True
creep,-0.005,2015-11-17,ewma,965.0,True
creep,-0.005,2015-11-20,cusum,857.0,True
creep,-0.005,2015-11-20,ewma,833.0,True
creep,-0.005,2015-11-23,cusum,859.0,True
creep,-0.005,2015-11-23,ewma,834.0,True
creep,-0.005,2015-11-26,cusum,814.0,True
creep,-0.005,2015-11-26,ewma,798.0,True
creep,-0.005,2015-11-29,cusum,753.0,True
creep,-0.005,2015-11-29,ewma,732.0,True
creep,-0.005,2015-12-02,cusum,694.0,True
creep,-0.005,2015-12-02,ewma,665.0,True
creep,-0.005,2015-12-05,cusum,639.0,True
creep,-0.005,2015-12-05,ewma,607.0,True
creep,-0.005,2015-12-08,cusum,591.0,True
creep,-0.005,2015-12-08,ewma,777.0,True
creep,-0.005,2015-12-11,cusum,559.0,True
creep,-0.005,2015-12-11,ewma,853.0,True
creep,-0.005,2015-12-14,cusum,542.0,True
creep,-0.005,2015-12-14,ewma,851.0,True
creep,-0.005,2015-12-17,cusum,549.0,True
creep,-0.005,2015-12-17,ewma,832.0,True
creep,-0.005,2015-12-20,cusum,564.0,True
creep,-0.005,2015-12-20,ewma,803.0,True
creep,-0.005,2015-12-23,cusum,620.0,True
creep,-0.005,2015-12-23,ewma,1075.0,True
creep,-0.005,2015-12-26,cusum,646.0,True
creep,-0.005,2015-12-26,ewma,1010.0,True
creep,-0.005,2015-12-29,cusum,639.0,True
creep,-0.005,2015-12-29,ewma,960.0,True
creep,-0.005,2016-01-01,cusum,809.0,True
creep,-0.005,2016-01-01,ewma,908.0,True
creep,-0.005,2016-01-04,cusum,790.0,True
creep,-0.005,2016-01-04,ewma,871.0,True
creep,-0.005,2016-01-07,cusum,756.0,True
creep,-0.005,2016-01-07,ewma,925.0,True
creep,-0.005,2016-01-10,cusum,729.0,True
creep,-0.005,2016-01-10,ewma,877.0,True
creep,-0.005,2016-01-13,cusum,719.0,True
creep,-0.005,2016-01-13,ewma,819.0,True
creep,-0.005,2016-03-25,cusum,824.0,True
creep,-0.005,2016-03-25,ewma,807.0,True
creep,-0.005,2016-03-28,cusum,830.0,True
creep,-0.005,2016-03-28,ewma,808.0,True
creep,-0.005,2016-03-31,cusum,781.0,True
creep,-0.005,2016-03-31,ewma,754.0,True
creep,-0.005,2016-04-03,cusum,736.0,True
creep,-0.005,2016-04-03,ewma,705.0,True
creep,-0.005,2016-04-06,cusum,705.0,True
creep,-0.005,2016-04-06,ewma,1004.0,True
creep,-0.005,2016-04-09,cusum,690.0,True
creep,-0.005,2016-04-09,ewma,1017.0,True
creep,-0.005,2016-04-12,cusum,664.0,True
creep,-0.005,2016-04-12,ewma,966.0,True
creep,-0.005,2016-04-15,cusum,652.0,True
creep,-0.005,2016-04-15,ewma,907.0,True
creep,-0.005,2016-04-18,cusum,689.0,True
creep,-0.005,2016-04-18,ewma,802.0,True
creep,-0.005,2016-04-21,cusum,684.0,True
creep,-0.005,2016-04-21,ewma,801.0,True
creep,-0.005,2016-04-24,cusum,690.0,True
creep,-0.005,2016-04-24,ewma,802.0,True
creep,-0.005,2016-04-27,cusum,706.0,True
creep,-0.005,2016-04-27,ewma,774.0,True
creep,-0.005,2016-04-30,cusum,701.0,True
creep,-0.005,2016-04-30,ewma,860.0,True
creep,-0.005,2016-05-03,cusum,658.0,True
creep,-0.005,2016-05-03,ewma,796.0,True
step,-0.005,2015-03-04,cusum,,False
step,-0.005,2015-03-04,ewma,,False
step,-0.005,2015-03-07,cusum,,False
step,-0.005,2015-03-07,ewma,,False
step,-0.005,2015-03-10,cusum,,False
step,-0.005,2015-03-10,ewma,,False
step,-0.005,2015-03-13,cusum,,False
step,-0.005,2015-03-13,ewma,,False
step,-0.005,2015-03-16,cusum,,False
step,-0.005,2015-03-16,ewma,,False
step,-0.005,2015-03-19,cusum,,False
step,-0.005,2015-03-19,ewma,,False
step,-0.005,2015-03-22,cusum,,False
step,-0.005,2015-03-22,ewma,,False
step,-0.005,2015-03-25,cusum,,False
step,-0.005,2015-03-25,ewma,,False
step,-0.005,2015-03-28,cusum,,False
step,-0.005,2015-03-28,ewma,,False
step,-0.005,2015-03-31,cusum,,False
step,-0.005,2015-03-31,ewma,,False
step,-0.005,2015-04-03,cusum,,False
step,-0.005,2015-04-03,ewma,,False
step,-0.005,2015-04-06,cusum,,False
step,-0.005,2015-04-06,ewma,,False
step,-0.005,2015-04-09,cusum,,False
step,-0.005,2015-04-09,ewma,,False
step,-0.005,2015-04-12,cusum,,False
step,-0.005,2015-04-12,ewma,,False
step,-0.005,2015-04-15,cusum,,False
step,-0.005,2015-04-15,ewma,,False
step,-0.005,2015-04-18,cusum,,False
step,-0.005,2015-04-18,ewma,,False
step,-0.005,2015-09-18,cusum,,False
step,-0.005,2015-09-18,ewma,,False
step,-0.005,2015-09-21,cusum,,False
